id,rc_key,date,shift,sampleno,part,model,ref,id_ukur,parameter,deviation,category,description,corrective_action,status,inputted_by,inputted_role,pic,inputted_at,updated_at
b4cab900,09 Apr 2026|3|6A|CRCS L|K2SA|-|-,09 Apr 2026,3,6A,CRCS L,K2SA,-,N0216,-,0.208,Operator,Part terbalik saat mounting ke fixture,Koordinasi dengan engineering untuk review toleransi di drawing,Investigated,operator_2,Produksi,Dani,2026-04-09 04:16:14,2026-04-09 06:30:14
539edc02,09 Apr 2026|3|6A|CRCS L|K2SA|-|-,09 Apr 2026,3,6A,CRCS L,K2SA,-,N0216,-,-0.275,Mesin / Machine,Spindle wear terdeteksi pada sumbu X,Kalibrasi ulang mesin dijadwalkan untuk shift berikutnya,Open,produksi_a,Produksi,Hendra,2026-04-09 01:34:14,2026-04-09 02:22:14
c3ee5db3,09 Apr 2026|3|6A|CRCS L|K2SA|-|-,09 Apr 2026,3,6A,CRCS L,K2SA,-,N0270,-,0.043,Tooling,Tool life habis namun belum diganti,Kalibrasi ulang mesin dijadwalkan untuk shift berikutnya,Investigated,produksi_c,Produksi,Wahyu,2026-04-09 01:40:14,2026-04-09 03:55:14
6d1210a5,09 Apr 2026|3|6A|CRCS L|K2SA|B011|POSITION X,09 Apr 2026,3,6A,CRCS L,K2SA,B011,N0275,POSITION X,0.057,Lainnya,Penyebab masih dalam investigasi lebih lanjut,Program CMM diupdate sesuai revisi drawing terbaru,Investigated,operator_3,Produksi,Hendra,2026-04-09 03:14:14,2026-04-09 05:15:14
fc6495bd,"09 Apr 2026|3|6A|CRCS L|K2SA|B012|POSITION Y Ø5,45",09 Apr 2026,3,6A,CRCS L,K2SA,B012,N0285,"POSITION Y Ø5,45",0.412,Operator,Setup belum sesuai SOP yang berlaku,"Part di-rework, re-measurement setelah proses",Investigated,produksi_b,Produksi,,2026-04-09 04:40:14,2026-04-09 07:06:14
a02c7238,09 Apr 2026|3|6A|CRCS L|K2SA|B051|POSITION Y,09 Apr 2026,3,6A,CRCS L,K2SA,B051,N0290,POSITION Y,-0.251,Material,Surface finish tidak memenuhi syarat pengukuran CMM,Operator di-brief ulang terkait SOP setup dan mounting,Investigated,produksi_a,Produksi,Budi,2026-04-09 03:00:14,2026-04-09 03:12:14
7e27e237,09 Apr 2026|3|6A|CRCS L|K2SA|B058|POSITION Y,09 Apr 2026,3,6A,CRCS L,K2SA,B058,N0294,POSITION Y,0.328,Mesin / Machine,Deviasi probe akibat benturan tidak terdeteksi,Fixture di-check dan di-realign ke posisi nominal,Resolved,operator_1,Produksi,Dani,2026-04-09 04:01:14,2026-04-09 05:54:14
e406fb7f,09 Apr 2026|3|6A|CRCS L|K2SA|B058|POSITION X,09 Apr 2026,3,6A,CRCS L,K2SA,B058,N0294,POSITION X,-0.25,Mesin / Machine,Deviasi probe akibat benturan tidak terdeteksi,Kalibrasi ulang mesin dijadwalkan untuk shift berikutnya,Open,operator_2,Produksi,Hendra,2026-04-09 01:29:14,2026-04-09 01:45:14
cb6605d2,09 Apr 2026|3|6A|CRCS L|K2SA|B060|POSITION Y,09 Apr 2026,3,6A,CRCS L,K2SA,B060,N0302,POSITION Y,0.218,Setup / Fixture,Posisi fixture tidak di-verify ulang setelah maintenance,Preventive maintenance dijadwalkan,Investigated,operator_1,Produksi,Andi,2026-04-09 04:35:14,2026-04-09 06:16:14
a426a7ec,09 Apr 2026|3|6A|CRCS L|K2SA|B057|POSITION Y,09 Apr 2026,3,6A,CRCS L,K2SA,B057,N0306,POSITION Y,0.268,Program CMM,Probe approach speed terlalu cepat,Adjustment fixture dan verifikasi ulang dengan sampel berikutnya,Open,produksi_b,Produksi,,2026-04-09 03:29:14,2026-04-09 04:55:14
af22a4e8,09 Apr 2026|3|6A|CRCS L|K2SA|B056|POSITION Y,09 Apr 2026,3,6A,CRCS L,K2SA,B056,N0310,POSITION Y,0.338,Mesin / Machine,Spindle wear terdeteksi pada sumbu X,,Open,produksi_a,Produksi,Sari,2026-04-09 01:20:14,2026-04-09 01:45:14
a2c19c78,09 Apr 2026|3|6A|CRCS L|K2SA|B066|POSITION Y,09 Apr 2026,3,6A,CRCS L,K2SA,B066,N0318,POSITION Y,0.416,Lainnya,Penyebab masih dalam investigasi lebih lanjut,Koordinasi dengan engineering untuk review toleransi di drawing,Open,operator_2,Produksi,Hendra,2026-04-09 04:14:14,2026-04-09 05:55:14
a8d00742,09 Apr 2026|3|6A|CRCS L|K2SA|B073|POSITION Y,09 Apr 2026,3,6A,CRCS L,K2SA,B073,N0326,POSITION Y,0.274,Lainnya,Penyebab masih dalam investigasi lebih lanjut,Laporan diteruskan ke supervisor untuk tindak lanjut,Resolved,produksi_a,Produksi,Andi,2026-04-09 01:39:14,2026-04-09 01:48:14
280e77d0,09 Apr 2026|3|6A|CRCS L|K2SA|B055|POSITION Y,09 Apr 2026,3,6A,CRCS L,K2SA,B055,N0334,POSITION Y,0.257,Lainnya,Penyebab masih dalam investigasi lebih lanjut,Preventive maintenance dijadwalkan,Resolved,produksi_b,Produksi,Dani,2026-04-09 02:51:14,2026-04-09 05:15:14
c086873a,09 Apr 2026|3|6A|CRCS L|K2SA|B055|POSITION X,09 Apr 2026,3,6A,CRCS L,K2SA,B055,N0334,POSITION X,0.24,Tooling,Tool wear melebihi batas — perlu penggantian,,Investigated,operator_1,Produksi,,2026-04-09 02:52:14,2026-04-09 04:50:14
c0ace703,09 Apr 2026|3|6A|CRCS L|K2SA|B054|POSITION Y,09 Apr 2026,3,6A,CRCS L,K2SA,B054,N0338,POSITION Y,0.308,Lainnya,Penyebab masih dalam investigasi lebih lanjut,Operator di-brief ulang terkait SOP setup dan mounting,Open,produksi_a,Produksi,Andi,2026-04-09 03:52:14,2026-04-09 05:10:14
64059744,09 Apr 2026|3|6A|CRCS L|K2SA|B053|POSITION Y,09 Apr 2026,3,6A,CRCS L,K2SA,B053,N0342,POSITION Y,0.247,Lainnya,Faktor eksternal — sedang diinvestigasi,"Tool diganti, measurement diulang dan hasilnya OK",Resolved,produksi_b,Produksi,Sari,2026-04-09 02:00:14,2026-04-09 04:23:14
c9d00411,09 Apr 2026|3|6A|CRCS L|K2SA|B052|POSITION Y,09 Apr 2026,3,6A,CRCS L,K2SA,B052,N0346,POSITION Y,-0.279,Material,Surface finish tidak memenuhi syarat pengukuran CMM,Operator di-brief ulang terkait SOP setup dan mounting,Open,operator_2,Produksi,Rini,2026-04-09 04:32:14,2026-04-09 05:06:14
4d6c7dad,09 Apr 2026|3|6A|CRCS L|K2SA|B061|POSITION Y,09 Apr 2026,3,6A,CRCS L,K2SA,B061,N0350,POSITION Y,0.254,Program CMM,Probe approach speed terlalu cepat,"Part di-rework, re-measurement setelah proses",Investigated,produksi_a,Produksi,Andi,2026-04-09 03:09:14,2026-04-09 03:46:14
599f363b,09 Apr 2026|3|6A|CRCS L|K2SA|-|-,09 Apr 2026,3,6A,CRCS L,K2SA,-,N0358,-,-0.349,Lainnya,Belum dapat diidentifikasi — perlu analisis lanjut,,Investigated,produksi_c,Produksi,Wahyu,2026-04-09 02:38:14,2026-04-09 03:42:14
75d589f9,09 Apr 2026|3|6A|CRCS L|K2SA|-|-,09 Apr 2026,3,6A,CRCS L,K2SA,-,N0378,-,0.078,Material,Burr pada permukaan part mempengaruhi pengukuran,Preventive maintenance dijadwalkan,Investigated,operator_3,Produksi,Andi,2026-04-09 02:25:14,2026-04-09 03:05:14
1adeb25f,09 Apr 2026|3|6A|CRCS L|K2SA|-|-,09 Apr 2026,3,6A,CRCS L,K2SA,-,N0394,-,0.433,Lainnya,Belum dapat diidentifikasi — perlu analisis lanjut,Laporan diteruskan ke supervisor untuk tindak lanjut,Investigated,operator_3,Produksi,Budi,2026-04-09 04:39:14,2026-04-09 05:46:14
98630889,09 Apr 2026|3|6A|CRCS L|K2SA|A152|POSITION Z,09 Apr 2026,3,6A,CRCS L,K2SA,A152,N0398,POSITION Z,-0.074,Material,Dimensi raw material melebihi toleransi,Fixture di-check dan di-realign ke posisi nominal,Resolved,produksi_b,Produksi,Dani,2026-04-09 02:39:14,2026-04-09 02:39:14
0da640ac,09 Apr 2026|3|6A|CRCS L|K2SA|A151|POSITION X,09 Apr 2026,3,6A,CRCS L,K2SA,A151,N0405,POSITION X,0.054,Setup / Fixture,Posisi fixture tidak di-verify ulang setelah maintenance,,Resolved,produksi_b,Produksi,Hendra,2026-04-09 01:50:14,2026-04-09 03:37:14
057cb80a,"09 Apr 2026|3|6A|CRCS L|K2SA|A064|POSITION X Ø 4,1",09 Apr 2026,3,6A,CRCS L,K2SA,A064,N0414,"POSITION X Ø 4,1",-0.321,Material,Material incoming di luar spec dimensi,Material dikembalikan ke gudang untuk inspeksi ulang,Investigated,produksi_c,Produksi,Dani,2026-04-09 03:13:14,2026-04-09 05:54:14
6ba3a0d6,09 Apr 2026|3|6A|CRCS L|K2SA|-|-,09 Apr 2026,3,6A,CRCS L,K2SA,-,N0420,-,-0.395,Program CMM,Probe approach speed terlalu cepat,,Investigated,produksi_b,Produksi,Budi,2026-04-09 04:10:14,2026-04-09 04:59:14
d3d2fb04,09 Apr 2026|3|6A|CRCS L|K2SA|-|-,09 Apr 2026,3,6A,CRCS L,K2SA,-,N0420,-,-0.235,Setup / Fixture,Fixture tidak terkunci sempurna sebelum pengukuran,Preventive maintenance dijadwalkan,Open,operator_3,Produksi,Sari,2026-04-09 02:07:14,2026-04-09 04:44:14
f97f9be3,09 Apr 2026|3|6A|CRCS L|K2SA|-|-,09 Apr 2026,3,6A,CRCS L,K2SA,-,N0452,-,0.412,Mesin / Machine,Kalibrasi probe terlambat dilakukan,"Part di-rework, re-measurement setelah proses",Investigated,operator_3,Produksi,,2026-04-09 03:10:14,2026-04-09 04:58:14
262fd656,09 Apr 2026|3|6A|CRCS L|K2SA|A155|SURFACE HEIGHT FROM A008,09 Apr 2026,3,6A,CRCS L,K2SA,A155,N0455,SURFACE HEIGHT FROM A008,0.422,Material,Burr pada permukaan part mempengaruhi pengukuran,Koordinasi dengan engineering untuk review toleransi di drawing,Investigated,operator_2,Produksi,Budi,2026-04-09 03:25:14,2026-04-09 05:30:14
e37994f3,09 Apr 2026|3|6A|CRCS L|K2SA|-|-,09 Apr 2026,3,6A,CRCS L,K2SA,-,N0456,-,0.478,Operator,Tidak melakukan verifikasi awal sebelum produksi,Adjustment fixture dan verifikasi ulang dengan sampel berikutnya,Resolved,operator_2,Produksi,Wahyu,2026-04-09 01:26:14,2026-04-09 02:42:14
e8aae968,09 Apr 2026|3|6A|CRCS L|K2SA|-|-,09 Apr 2026,3,6A,CRCS L,K2SA,-,N0477,-,2.371,Setup / Fixture,Fixture bergeser setelah pergantian shift,"Part di-rework, re-measurement setelah proses",Open,operator_1,Produksi,Wahyu,2026-04-09 03:01:14,2026-04-09 04:41:14
076b3cd9,09 Apr 2026|3|6A|CRCS L|K2SA|-|-,09 Apr 2026,3,6A,CRCS L,K2SA,-,N0481,-,0.433,Setup / Fixture,Fixture tidak terkunci sempurna sebelum pengukuran,Material dikembalikan ke gudang untuk inspeksi ulang,Investigated,operator_1,Produksi,Dani,2026-04-09 01:55:14,2026-04-09 04:30:14
70d1b658,09 Apr 2026|3|6A|CRCS L|K2SA|-|-,09 Apr 2026,3,6A,CRCS L,K2SA,-,N0486,-,-0.16,Lainnya,Penyebab masih dalam investigasi lebih lanjut,Material dikembalikan ke gudang untuk inspeksi ulang,Investigated,operator_3,Produksi,,2026-04-09 01:25:14,2026-04-09 02:30:14
95ee05ac,09 Apr 2026|3|6A|CRCS L|K2SA|A154|DISTANCE Y FROM A008,09 Apr 2026,3,6A,CRCS L,K2SA,A154,N0498,DISTANCE Y FROM A008,0.421,Mesin / Machine,Thermal expansion mesin akibat suhu ruangan,,Resolved,produksi_c,Produksi,Rini,2026-04-09 03:47:14,2026-04-09 05:10:14
d9e7de3c,09 Apr 2026|3|6A|CRCS L|K2SA|A155|DISTANCE Y FROM A008,09 Apr 2026,3,6A,CRCS L,K2SA,A155,N0499,DISTANCE Y FROM A008,0.56,Tooling,Coolant tersumbat menyebabkan panas berlebih,Preventive maintenance dijadwalkan,Investigated,produksi_c,Produksi,,2026-04-09 02:32:14,2026-04-09 04:16:14
990a5811,"09 Apr 2026|3|6A|CRCS L|K2SA|A064|DISTANCE FROM FACE COMP Ø 4,1",09 Apr 2026,3,6A,CRCS L,K2SA,A064,N0502,"DISTANCE FROM FACE COMP Ø 4,1",0.298,Operator,Setup belum sesuai SOP yang berlaku,"Tool diganti, measurement diulang dan hasilnya OK",Resolved,operator_1,Produksi,Andi,2026-04-09 04:11:14,2026-04-09 06:53:14
6d629c52,09 Apr 2026|3|6B|CRCS L|K2SA|A000-1|FLATNESS SURFACE,09 Apr 2026,3,6B,CRCS L,K2SA,A000-1,N0070,FLATNESS SURFACE,0.014,Material,Burr pada permukaan part mempengaruhi pengukuran,Kalibrasi ulang mesin dijadwalkan untuk shift berikutnya,Investigated,produksi_b,Produksi,Sari,2026-04-09 03:23:14,2026-04-09 05:51:14
f4bf7b64,09 Apr 2026|3|6B|CRCS L|K2SA|A043|POSITION Y,09 Apr 2026,3,6B,CRCS L,K2SA,A043,N0106,POSITION Y,-0.243,Program CMM,Path program menyebabkan probe collision minor,,Resolved,produksi_b,Produksi,,2026-04-09 02:10:14,2026-04-09 02:47:14
4bf21231,09 Apr 2026|3|6B|CRCS L|K2SA|A043|POSITION X,09 Apr 2026,3,6B,CRCS L,K2SA,A043,N0106,POSITION X,-0.236,Lainnya,Kemungkinan kombinasi beberapa faktor,Operator di-brief ulang terkait SOP setup dan mounting,Investigated,operator_3,Produksi,Dani,2026-04-09 04:28:14,2026-04-09 06:44:14
201f4378,09 Apr 2026|3|6B|CRCS L|K2SA|A042|POSITION Y,09 Apr 2026,3,6B,CRCS L,K2SA,A042,N0114,POSITION Y,-0.204,Setup / Fixture,Clamp longgar menyebabkan pergeseran part,,Investigated,operator_1,Produksi,Dani,2026-04-09 03:47:14,2026-04-09 05:01:14
fcfb7c06,09 Apr 2026|3|6B|CRCS L|K2SA|A042|POSITION X,09 Apr 2026,3,6B,CRCS L,K2SA,A042,N0114,POSITION X,-0.258,Material,Material incoming di luar spec dimensi,"Tool diganti, measurement diulang dan hasilnya OK",Investigated,operator_3,Produksi,Budi,2026-04-09 04:21:14,2026-04-09 04:28:14
21e71a41,09 Apr 2026|3|6B|CRCS L|K2SA|A041|POSITION Y,09 Apr 2026,3,6B,CRCS L,K2SA,A041,N0118,POSITION Y,-0.248,Setup / Fixture,Clamp longgar menyebabkan pergeseran part,"Tool diganti, measurement diulang dan hasilnya OK",Investigated,produksi_c,Produksi,Dani,2026-04-09 02:53:14,2026-04-09 04:39:14
efec51a6,09 Apr 2026|3|6B|CRCS L|K2SA|A041|POSITION X,09 Apr 2026,3,6B,CRCS L,K2SA,A041,N0118,POSITION X,-0.174,Material,Burr pada permukaan part mempengaruhi pengukuran,Program CMM diupdate sesuai revisi drawing terbaru,Resolved,produksi_b,Produksi,Sari,2026-04-09 03:36:14,2026-04-09 04:20:14
06689a4e,09 Apr 2026|3|6B|CRCS L|K2SA|A046|POSITION Y,09 Apr 2026,3,6B,CRCS L,K2SA,A046,N0122,POSITION Y,-0.266,Setup / Fixture,Clamp longgar menyebabkan pergeseran part,Preventive maintenance dijadwalkan,Investigated,produksi_c,Produksi,Wahyu,2026-04-09 02:17:14,2026-04-09 03:12:14
267486d8,09 Apr 2026|3|6B|CRCS L|K2SA|A046|POSITION X,09 Apr 2026,3,6B,CRCS L,K2SA,A046,N0122,POSITION X,0.238,Operator,Part terbalik saat mounting ke fixture,Koordinasi dengan engineering untuk review toleransi di drawing,Investigated,operator_2,Produksi,Wahyu,2026-04-09 04:33:14,2026-04-09 06:47:14
1d8f5539,09 Apr 2026|3|6B|CRCS L|K2SA|A045|POSITION X,09 Apr 2026,3,6B,CRCS L,K2SA,A045,N0126,POSITION X,0.229,Lainnya,Faktor eksternal — sedang diinvestigasi,Material dikembalikan ke gudang untuk inspeksi ulang,Investigated,operator_2,Produksi,Sari,2026-04-09 02:49:14,2026-04-09 04:06:14
d74fe0d5,09 Apr 2026|3|6B|CRCS L|K2SA|A040|POSITION Y,09 Apr 2026,3,6B,CRCS L,K2SA,A040,N0130,POSITION Y,0.279,Tooling,Insert patah tidak terdeteksi sebelum produksi,,Open,operator_2,Produksi,Budi,2026-04-09 04:14:14,2026-04-09 06:51:14
9de5b840,09 Apr 2026|3|6B|CRCS L|K2SA|A040|POSITION X,09 Apr 2026,3,6B,CRCS L,K2SA,A040,N0130,POSITION X,-0.202,Mesin / Machine,Deviasi probe akibat benturan tidak terdeteksi,Kalibrasi ulang mesin dijadwalkan untuk shift berikutnya,Investigated,produksi_a,Produksi,Andi,2026-04-09 03:58:14,2026-04-09 05:39:14
937d8e18,09 Apr 2026|3|6B|CRCS L|K2SA|A044|POSITION X,09 Apr 2026,3,6B,CRCS L,K2SA,A044,N0134,POSITION X,0.206,Material,Surface finish tidak memenuhi syarat pengukuran CMM,Adjustment fixture dan verifikasi ulang dengan sampel berikutnya,Resolved,produksi_a,Produksi,Andi,2026-04-09 01:40:14,2026-04-09 02:59:14
d4136d75,09 Apr 2026|3|6B|CRCS L|K2SA|A047|POSITION Y,09 Apr 2026,3,6B,CRCS L,K2SA,A047,N0138,POSITION Y,-0.257,Mesin / Machine,Kalibrasi probe terlambat dilakukan,"Re-measurement dilakukan, part dinyatakan OK setelah adjustment",Investigated,produksi_b,Produksi,Hendra,2026-04-09 03:57:14,2026-04-09 05:34:14
6c1a4f3b,09 Apr 2026|3|6B|CRCS L|K2SA|-|-,09 Apr 2026,3,6B,CRCS L,K2SA,-,N0142,-,-0.272,Mesin / Machine,Kalibrasi probe terlambat dilakukan,Operator di-brief ulang terkait SOP setup dan mounting,Investigated,produksi_a,Produksi,Andi,2026-04-09 01:56:14,2026-04-09 04:16:14
a9793e11,09 Apr 2026|3|6B|CRCS L|K2SA|A005|PERPENDICULARITY TERHADAP A000-1,09 Apr 2026,3,6B,CRCS L,K2SA,A005,N0151,PERPENDICULARITY TERHADAP A000-1,0.011,Material,Surface finish tidak memenuhi syarat pengukuran CMM,Laporan diteruskan ke supervisor untuk tindak lanjut,Investigated,produksi_a,Produksi,Wahyu,2026-04-09 01:24:14,2026-04-09 03:51:14
e46f91fb,09 Apr 2026|3|6B|CRCS L|K2SA|-|-,09 Apr 2026,3,6B,CRCS L,K2SA,-,N0170,-,0.534,Setup / Fixture,Datum reference tidak sesuai drawing,Material dikembalikan ke gudang untuk inspeksi ulang,Resolved,produksi_c,Produksi,,2026-04-09 02:48:14,2026-04-09 02:53:14
3c667a1b,09 Apr 2026|3|6B|CRCS L|K2SA|-|-,09 Apr 2026,3,6B,CRCS L,K2SA,-,N0184,-,-1.249,Lainnya,Belum dapat diidentifikasi — perlu analisis lanjut,"Re-measurement dilakukan, part dinyatakan OK setelah adjustment",Resolved,produksi_a,Produksi,Budi,2026-04-09 04:40:14,2026-04-09 06:14:14
f33056b7,09 Apr 2026|3|6B|CRCS L|K2SA|-|-,09 Apr 2026,3,6B,CRCS L,K2SA,-,N0196,-,-0.29,Tooling,Tool life habis namun belum diganti,,Resolved,produksi_a,Produksi,Dani,2026-04-09 01:38:14,2026-04-09 01:53:14
e4910aa2,09 Apr 2026|3|6B|CRCS L|K2SA|-|-,09 Apr 2026,3,6B,CRCS L,K2SA,-,N0204,-,0.26,Material,Material incoming di luar spec dimensi,Koordinasi dengan engineering untuk review toleransi di drawing,Investigated,produksi_b,Produksi,Sari,2026-04-09 03:12:14,2026-04-09 05:16:14
0f0b56c4,09 Apr 2026|3|6B|CRCS L|K2SA|A038|POSITION Y FROM A006,09 Apr 2026,3,6B,CRCS L,K2SA,A038,N0208,POSITION Y FROM A006,0.304,Lainnya,Faktor eksternal — sedang diinvestigasi,Laporan diteruskan ke supervisor untuk tindak lanjut,Open,produksi_c,Produksi,Sari,2026-04-09 02:56:14,2026-04-09 05:20:14
e61a06bb,09 Apr 2026|3|6B|CRCS L|K2SA|-|-,09 Apr 2026,3,6B,CRCS L,K2SA,-,N0270,-,0.044,Operator,Part terbalik saat mounting ke fixture,Program CMM diupdate sesuai revisi drawing terbaru,Investigated,operator_2,Produksi,Sari,2026-04-09 01:17:14,2026-04-09 03:59:14
0697ebe4,09 Apr 2026|3|6B|CRCS L|K2SA|B012|POSITION X Ø8,09 Apr 2026,3,6B,CRCS L,K2SA,B012,N0284,POSITION X Ø8,0.08,Operator,Part terbalik saat mounting ke fixture,,Resolved,operator_1,Produksi,Hendra,2026-04-09 02:55:14,2026-04-09 04:48:14
233870f8,"09 Apr 2026|3|6B|CRCS L|K2SA|B012|POSITION Y Ø5,45",09 Apr 2026,3,6B,CRCS L,K2SA,B012,N0285,"POSITION Y Ø5,45",0.203,Tooling,Tool wear melebihi batas — perlu penggantian,Operator di-brief ulang terkait SOP setup dan mounting,Investigated,operator_3,Produksi,Budi,2026-04-09 02:18:14,2026-04-09 02:38:14
ad8f3d4c,09 Apr 2026|3|6B|CRCS L|K2SA|B051|POSITION Y,09 Apr 2026,3,6B,CRCS L,K2SA,B051,N0290,POSITION Y,-0.225,Operator,Tidak melakukan verifikasi awal sebelum produksi,Program CMM diupdate sesuai revisi drawing terbaru,Investigated,produksi_c,Produksi,Andi,2026-04-09 03:16:14,2026-04-09 03:36:14
26dad49b,09 Apr 2026|3|6B|CRCS L|K2SA|B058|POSITION Y,09 Apr 2026,3,6B,CRCS L,K2SA,B058,N0294,POSITION Y,0.241,Material,Burr pada permukaan part mempengaruhi pengukuran,"Part di-rework, re-measurement setelah proses",Resolved,produksi_b,Produksi,Hendra,2026-04-09 04:19:14,2026-04-09 05:33:14
44b396db,09 Apr 2026|3|6B|CRCS L|K2SA|B058|POSITION X,09 Apr 2026,3,6B,CRCS L,K2SA,B058,N0294,POSITION X,-0.287,Mesin / Machine,Deviasi probe akibat benturan tidak terdeteksi,,Resolved,produksi_a,Produksi,Dani,2026-04-09 02:20:14,2026-04-09 03:57:14
3ad05189,09 Apr 2026|3|6B|CRCS L|K2SA|B060|POSITION Y,09 Apr 2026,3,6B,CRCS L,K2SA,B060,N0302,POSITION Y,0.23,Setup / Fixture,Part tidak rata saat setup — ada celah di datum,,Investigated,operator_3,Produksi,Andi,2026-04-09 04:21:14,2026-04-09 06:30:14
8340f688,09 Apr 2026|3|6B|CRCS L|K2SA|B057|POSITION Y,09 Apr 2026,3,6B,CRCS L,K2SA,B057,N0306,POSITION Y,0.222,Operator,Part terbalik saat mounting ke fixture,Preventive maintenance dijadwalkan,Investigated,produksi_c,Produksi,Dani,2026-04-09 03:33:14,2026-04-09 06:05:14
fff102c8,09 Apr 2026|3|6B|CRCS L|K2SA|B056|POSITION Y,09 Apr 2026,3,6B,CRCS L,K2SA,B056,N0310,POSITION Y,0.268,Lainnya,Kemungkinan kombinasi beberapa faktor,Material dikembalikan ke gudang untuk inspeksi ulang,Open,produksi_b,Produksi,Dani,2026-04-09 03:16:14,2026-04-09 04:22:14
b25ad22d,09 Apr 2026|3|6B|CRCS L|K2SA|B056|POSITION X,09 Apr 2026,3,6B,CRCS L,K2SA,B056,N0310,POSITION X,-0.283,Operator,Part terbalik saat mounting ke fixture,,Resolved,operator_1,Produksi,Sari,2026-04-09 03:25:14,2026-04-09 05:55:14
6088afa6,09 Apr 2026|3|6B|CRCS L|K2SA|B062|POSITION X,09 Apr 2026,3,6B,CRCS L,K2SA,B062,N0314,POSITION X,-0.3,Tooling,Tool life habis namun belum diganti,Kalibrasi ulang mesin dijadwalkan untuk shift berikutnya,Investigated,operator_2,Produksi,Sari,2026-04-09 03:39:14,2026-04-09 06:01:14
176717c7,09 Apr 2026|3|6B|CRCS L|K2SA|B066|POSITION Y,09 Apr 2026,3,6B,CRCS L,K2SA,B066,N0318,POSITION Y,0.349,Setup / Fixture,Clamp longgar menyebabkan pergeseran part,Laporan diteruskan ke supervisor untuk tindak lanjut,Resolved,produksi_c,Produksi,Budi,2026-04-09 02:43:14,2026-04-09 05:40:14
e6c15e44,09 Apr 2026|3|6B|CRCS L|K2SA|B066|POSITION X,09 Apr 2026,3,6B,CRCS L,K2SA,B066,N0318,POSITION X,-0.232,Tooling,Coolant tersumbat menyebabkan panas berlebih,Koordinasi dengan engineering untuk review toleransi di drawing,Resolved,produksi_a,Produksi,Andi,2026-04-09 01:46:14,2026-04-09 01:51:14
2fe8f4fa,09 Apr 2026|3|6B|CRCS L|K2SA|B073|POSITION X,09 Apr 2026,3,6B,CRCS L,K2SA,B073,N0326,POSITION X,0.205,Material,Material dari batch berbeda dengan properties berbeda,"Part di-rework, re-measurement setelah proses",Investigated,operator_1,Produksi,,2026-04-09 01:45:14,2026-04-09 02:13:14
c2de0577,09 Apr 2026|3|6B|CRCS L|K2SA|B055|POSITION X,09 Apr 2026,3,6B,CRCS L,K2SA,B055,N0334,POSITION X,0.253,Program CMM,Tolerance setting program belum sesuai revisi drawing terbaru,Laporan diteruskan ke supervisor untuk tindak lanjut,Investigated,operator_3,Produksi,Budi,2026-04-09 02:08:14,2026-04-09 04:32:14
6bda60cb,09 Apr 2026|3|6B|CRCS L|K2SA|B053|POSITION Y,09 Apr 2026,3,6B,CRCS L,K2SA,B053,N0342,POSITION Y,0.205,Tooling,Tool life habis namun belum diganti,Program CMM diupdate sesuai revisi drawing terbaru,Investigated,produksi_b,Produksi,Wahyu,2026-04-09 02:52:14,2026-04-09 04:30:14
bb950a79,09 Apr 2026|3|6B|CRCS L|K2SA|B061|POSITION Y,09 Apr 2026,3,6B,CRCS L,K2SA,B061,N0350,POSITION Y,0.222,Program CMM,Reference point tidak ter-update setelah perubahan fixture,"Tool diganti, measurement diulang dan hasilnya OK",Investigated,produksi_b,Produksi,Budi,2026-04-09 03:40:14,2026-04-09 05:06:14
7ccf2580,09 Apr 2026|3|6B|CRCS L|K2SA|-|-,09 Apr 2026,3,6B,CRCS L,K2SA,-,N0358,-,-0.418,Mesin / Machine,Deviasi probe akibat benturan tidak terdeteksi,Koordinasi dengan engineering untuk review toleransi di drawing,Resolved,operator_3,Produksi,Rini,2026-04-09 04:02:14,2026-04-09 05:30:14
7a0cccd9,09 Apr 2026|3|6B|CRCS L|K2SA|-|-,09 Apr 2026,3,6B,CRCS L,K2SA,-,N0394,-,0.418,Setup / Fixture,Posisi fixture tidak di-verify ulang setelah maintenance,Koordinasi dengan engineering untuk review toleransi di drawing,Investigated,operator_1,Produksi,Hendra,2026-04-09 03:58:14,2026-04-09 05:32:14
b1af7a05,"09 Apr 2026|3|6B|CRCS L|K2SA|A064|POSITION X Ø 4,1",09 Apr 2026,3,6B,CRCS L,K2SA,A064,N0414,"POSITION X Ø 4,1",-0.39,Operator,Salah membaca program CMM yang aktif,Material dikembalikan ke gudang untuk inspeksi ulang,Resolved,produksi_a,Produksi,Sari,2026-04-09 04:26:14,2026-04-09 05:21:14
6dde0788,09 Apr 2026|3|6B|CRCS L|K2SA|-|-,09 Apr 2026,3,6B,CRCS L,K2SA,-,N0420,-,-0.453,Lainnya,Kemungkinan kombinasi beberapa faktor,Laporan diteruskan ke supervisor untuk tindak lanjut,Investigated,produksi_a,Produksi,Andi,2026-04-09 03:30:14,2026-04-09 05:35:14
3dbcd6a9,09 Apr 2026|3|6B|CRCS L|K2SA|-|-,09 Apr 2026,3,6B,CRCS L,K2SA,-,N0420,-,-0.208,Setup / Fixture,Posisi fixture tidak di-verify ulang setelah maintenance,,Resolved,operator_1,Produksi,Rini,2026-04-09 01:44:14,2026-04-09 02:00:14
